case_id,case_type,linked_record_id,customer_id,account_id,priority,case_status,created_ts,last_updated_ts,owner_id,queue_name,sla_breached_flag,data_classification,source_system
CASE-0002513,RECONCILIATION_BREAK,BRK-0000449,CUST-000426,ACC-0000785,P3,CLOSED,2026-05-27T09:55:59,2026-06-06T23:55:59,CASE-032,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002514,POLICY_QUERY,,CUST-000020,ACC-0000228,P3,WAITING,2026-07-08T13:32:37,2026-07-14T18:32:37,CASE-010,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002515,POLICY_QUERY,,CUST-000378,ACC-0000383,P2,CLOSED,2026-04-06T04:50:58,2026-04-13T07:50:58,CASE-063,POLICY_CONTROL,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002516,RECONCILIATION_BREAK,BRK-0001339,CUST-000031,ACC-0000660,P3,WAITING,2026-03-17T07:47:24,2026-03-20T10:47:24,CASE-015,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002517,CORPORATE_ACTION,CA-0000701,CUST-000227,ACC-0000252,P4,CLOSED,2026-03-07T10:00:38,2026-03-10T08:00:38,CASE-090,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002518,SETTLEMENT_EXCEPTION,EXC-0001162,CUST-000379,ACC-0000610,P2,WAITING,2026-06-07T17:57:05,2026-06-16T04:57:05,CASE-011,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002519,CORPORATE_ACTION,CA-0000509,CUST-000458,ACC-0000144,P2,WAITING,2026-05-09T17:24:43,2026-05-20T09:24:43,CASE-061,CORP_ACTIONS_OPS,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002520,SETTLEMENT_EXCEPTION,EXC-0002020,CUST-000080,ACC-0000583,P3,CLOSED,2026-05-25T11:46:23,2026-05-28T13:46:23,CASE-016,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002521,POLICY_QUERY,,CUST-000429,ACC-0000621,P4,OPEN,2026-06-24T06:11:22,2026-07-03T02:11:22,CASE-084,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002522,RECONCILIATION_BREAK,BRK-0000652,CUST-000433,ACC-0000998,P3,IN_PROGRESS,2026-04-14T18:31:15,2026-04-18T15:31:15,CASE-080,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002523,RECONCILIATION_BREAK,BRK-0001389,CUST-000478,ACC-0000679,P3,CLOSED,2026-07-10T05:38:33,2026-07-10T20:38:33,CASE-005,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002524,POLICY_QUERY,,CUST-000497,ACC-0000005,P4,ESCALATED,2026-06-03T13:05:48,2026-06-09T04:05:48,CASE-024,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002525,SETTLEMENT_EXCEPTION,EXC-0000229,CUST-000473,ACC-0000897,P4,CLOSED,2026-04-23T15:14:19,2026-05-03T18:14:19,CASE-037,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002526,SETTLEMENT_EXCEPTION,EXC-0000862,CUST-000314,ACC-0000418,P2,CLOSED,2026-03-23T18:26:58,2026-03-29T21:26:58,CASE-078,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002527,SETTLEMENT_EXCEPTION,EXC-0001287,CUST-000414,ACC-0000283,P2,IN_PROGRESS,2026-05-22T12:54:55,2026-06-02T15:54:55,CASE-005,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002528,RECONCILIATION_BREAK,BRK-0001351,CUST-000458,ACC-0000144,P1,CLOSED,2026-05-29T18:06:01,2026-06-07T01:06:01,CASE-047,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002529,RECONCILIATION_BREAK,BRK-0000567,CUST-000351,ACC-0001000,P1,OPEN,2026-07-02T04:48:36,2026-07-05T07:48:36,CASE-042,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002530,SETTLEMENT_EXCEPTION,EXC-0000085,CUST-000191,ACC-0000343,P3,IN_PROGRESS,2026-05-16T20:23:01,2026-05-24T19:23:01,CASE-065,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002531,SETTLEMENT_EXCEPTION,EXC-0001012,CUST-000026,ACC-0000455,P2,CLOSED,2026-05-29T00:36:10,2026-06-06T23:36:10,CASE-007,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002532,RECONCILIATION_BREAK,BRK-0001562,CUST-000288,ACC-0000207,P4,ESCALATED,2026-05-05T05:23:20,2026-05-17T16:23:20,CASE-055,RECON_OPS,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002533,POLICY_QUERY,,CUST-000072,ACC-0000374,P4,ESCALATED,2026-05-24T17:53:37,2026-05-24T20:53:37,CASE-059,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002534,POLICY_QUERY,,CUST-000083,ACC-0000815,P1,IN_PROGRESS,2026-07-01T14:41:42,2026-07-10T23:41:42,CASE-047,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002535,SETTLEMENT_EXCEPTION,EXC-0001347,CUST-000080,ACC-0000583,P2,WAITING,2026-04-01T03:08:38,2026-04-12T12:08:38,CASE-019,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002536,RECONCILIATION_BREAK,BRK-0001153,CUST-000314,ACC-0000453,P2,ESCALATED,2026-04-27T18:56:02,2026-04-29T07:56:02,CASE-064,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002537,RECONCILIATION_BREAK,BRK-0001711,CUST-000272,ACC-0000098,P3,CLOSED,2026-05-17T09:16:50,2026-05-29T10:16:50,CASE-087,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002538,SETTLEMENT_EXCEPTION,EXC-0001773,CUST-000314,ACC-0000572,P3,CLOSED,2026-03-07T05:32:19,2026-03-18T01:32:19,CASE-082,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002539,SETTLEMENT_EXCEPTION,EXC-0000319,CUST-000178,ACC-0000406,P3,IN_PROGRESS,2026-05-25T19:27:01,2026-06-02T10:27:01,CASE-017,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002540,SETTLEMENT_EXCEPTION,EXC-0000909,CUST-000272,ACC-0000968,P3,IN_PROGRESS,2026-06-20T12:37:18,2026-06-21T09:37:18,CASE-037,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002541,RECONCILIATION_BREAK,BRK-0001687,CUST-000190,ACC-0000002,P3,CLOSED,2026-07-20T21:43:29,2026-07-21T07:30:00,CASE-031,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002542,RECONCILIATION_BREAK,BRK-0000426,CUST-000096,ACC-0000291,P1,CLOSED,2026-06-19T05:10:55,2026-06-24T07:10:55,CASE-063,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002543,SETTLEMENT_EXCEPTION,EXC-0001998,CUST-000031,ACC-0000006,P4,ESCALATED,2026-03-27T23:18:35,2026-04-04T15:18:35,CASE-040,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002544,SETTLEMENT_EXCEPTION,EXC-0001166,CUST-000405,ACC-0000658,P4,OPEN,2026-07-18T19:33:34,2026-07-21T07:30:00,CASE-077,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002545,RECONCILIATION_BREAK,BRK-0000926,CUST-000490,ACC-0000932,P4,OPEN,2026-03-27T01:56:20,2026-04-06T22:56:20,CASE-085,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002546,CORPORATE_ACTION,CA-0000574,CUST-000427,ACC-0000415,P3,CLOSED,2026-06-09T18:08:48,2026-06-18T06:08:48,CASE-027,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002547,RECONCILIATION_BREAK,BRK-0001075,CUST-000303,ACC-0000107,P3,ESCALATED,2026-06-05T12:48:31,2026-06-11T23:48:31,CASE-074,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002548,POLICY_QUERY,,CUST-000490,ACC-0000395,P3,IN_PROGRESS,2026-06-20T12:24:50,2026-06-26T12:24:50,CASE-036,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002549,RECONCILIATION_BREAK,BRK-0000619,CUST-000074,ACC-0000830,P3,WAITING,2026-03-28T05:39:51,2026-04-06T02:39:51,CASE-066,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002550,CORPORATE_ACTION,CA-0000174,CUST-000200,ACC-0000596,P2,IN_PROGRESS,2026-05-21T15:20:53,2026-05-26T03:20:53,CASE-073,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002551,RECONCILIATION_BREAK,BRK-0001431,CUST-000462,ACC-0000209,P3,IN_PROGRESS,2026-05-12T23:36:47,2026-05-20T05:36:47,CASE-046,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002552,SETTLEMENT_EXCEPTION,EXC-0002064,CUST-000223,ACC-0000645,P4,IN_PROGRESS,2026-05-20T04:56:03,2026-05-29T01:56:03,CASE-008,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002553,SETTLEMENT_EXCEPTION,EXC-0000409,CUST-000293,ACC-0000593,P3,OPEN,2026-04-05T10:35:21,2026-04-12T05:35:21,CASE-012,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002554,RECONCILIATION_BREAK,BRK-0001771,CUST-000436,ACC-0000662,P3,CLOSED,2026-06-10T21:05:53,2026-06-21T12:05:53,CASE-011,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002555,SETTLEMENT_EXCEPTION,EXC-0000121,CUST-000281,ACC-0000627,P3,WAITING,2026-06-07T22:07:11,2026-06-20T05:07:11,CASE-040,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002556,RECONCILIATION_BREAK,BRK-0000763,CUST-000206,ACC-0000925,P3,IN_PROGRESS,2026-05-13T22:41:28,2026-05-15T12:41:28,CASE-086,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002557,POLICY_QUERY,,CUST-000235,ACC-0000161,P4,IN_PROGRESS,2026-07-12T06:36:47,2026-07-16T01:36:47,CASE-039,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002558,CORPORATE_ACTION,CA-0000856,CUST-000484,ACC-0000132,P3,CLOSED,2026-06-13T02:42:00,2026-06-15T12:42:00,CASE-018,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002559,RECONCILIATION_BREAK,BRK-0000138,CUST-000202,ACC-0000081,P3,WAITING,2026-04-29T15:59:10,2026-05-05T05:59:10,CASE-089,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002560,SETTLEMENT_EXCEPTION,EXC-0000378,CUST-000268,ACC-0000692,P1,OPEN,2026-03-05T10:44:35,2026-03-13T12:44:35,CASE-085,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002561,RECONCILIATION_BREAK,BRK-0000492,CUST-000458,ACC-0000144,P4,IN_PROGRESS,2026-03-13T19:32:07,2026-03-17T07:32:07,CASE-052,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002562,RECONCILIATION_BREAK,BRK-0000624,CUST-000228,ACC-0000297,P3,CLOSED,2026-06-20T10:39:21,2026-07-01T01:39:21,CASE-084,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002563,RECONCILIATION_BREAK,BRK-0001234,CUST-000346,ACC-0000026,P3,IN_PROGRESS,2026-05-19T15:56:11,2026-05-28T13:56:11,CASE-060,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002564,RECONCILIATION_BREAK,BRK-0001476,CUST-000096,ACC-0000284,P3,CLOSED,2026-07-05T16:57:50,2026-07-08T17:57:50,CASE-041,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002565,SETTLEMENT_EXCEPTION,EXC-0000837,CUST-000164,ACC-0000656,P2,IN_PROGRESS,2026-03-12T17:36:00,2026-03-23T23:36:00,CASE-043,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002566,SETTLEMENT_EXCEPTION,EXC-0001495,CUST-000480,ACC-0000248,P2,WAITING,2026-06-15T05:27:48,2026-06-22T03:27:48,CASE-072,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002567,RECONCILIATION_BREAK,BRK-0000364,CUST-000097,ACC-0000931,P3,CLOSED,2026-06-28T04:51:45,2026-07-06T12:51:45,CASE-071,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002568,SETTLEMENT_EXCEPTION,EXC-0000060,CUST-000249,ACC-0000350,P2,IN_PROGRESS,2026-03-08T10:36:38,2026-03-10T06:36:38,CASE-012,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002569,SETTLEMENT_EXCEPTION,EXC-0000321,CUST-000138,ACC-0000569,P4,CLOSED,2026-05-07T08:01:35,2026-05-10T14:01:35,CASE-066,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002570,SETTLEMENT_EXCEPTION,EXC-0000387,CUST-000317,ACC-0000329,P3,IN_PROGRESS,2026-06-25T23:16:23,2026-07-03T07:16:23,CASE-023,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002571,RECONCILIATION_BREAK,BRK-0000718,CUST-000428,ACC-0000918,P4,CLOSED,2026-04-07T10:23:09,2026-04-14T13:23:09,CASE-056,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002572,RECONCILIATION_BREAK,BRK-0000960,CUST-000215,ACC-0000625,P3,IN_PROGRESS,2026-05-07T10:18:16,2026-05-18T17:18:16,CASE-077,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002573,POLICY_QUERY,,CUST-000026,ACC-0000268,P4,WAITING,2026-05-04T21:03:29,2026-05-09T18:03:29,CASE-048,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002574,RECONCILIATION_BREAK,BRK-0000426,CUST-000096,ACC-0000291,P4,CLOSED,2026-05-23T02:40:17,2026-05-23T15:40:17,CASE-064,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002575,SETTLEMENT_EXCEPTION,EXC-0000495,CUST-000376,ACC-0000861,P3,IN_PROGRESS,2026-05-11T01:16:20,2026-05-19T01:16:20,CASE-039,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002576,SETTLEMENT_EXCEPTION,EXC-0001916,CUST-000281,ACC-0000210,P3,CLOSED,2026-07-06T19:47:45,2026-07-10T12:47:45,CASE-003,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002577,RECONCILIATION_BREAK,BRK-0001555,CUST-000402,ACC-0000318,P4,OPEN,2026-07-07T12:06:05,2026-07-16T14:06:05,CASE-054,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002578,POLICY_QUERY,,CUST-000400,ACC-0000561,P2,CLOSED,2026-05-22T19:05:45,2026-05-29T00:05:45,CASE-021,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002579,POLICY_QUERY,,CUST-000452,ACC-0000345,P2,IN_PROGRESS,2026-05-08T14:04:50,2026-05-12T19:04:50,CASE-054,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002580,POLICY_QUERY,,CUST-000127,ACC-0000696,P3,IN_PROGRESS,2026-07-07T13:58:36,2026-07-13T18:58:36,CASE-084,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002581,SETTLEMENT_EXCEPTION,EXC-0001950,CUST-000392,ACC-0000024,P2,OPEN,2026-05-05T03:49:54,2026-05-06T18:49:54,CASE-054,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002582,RECONCILIATION_BREAK,BRK-0000659,CUST-000292,ACC-0000929,P4,OPEN,2026-06-20T18:39:47,2026-06-24T06:39:47,CASE-045,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002583,POLICY_QUERY,,CUST-000033,ACC-0000361,P2,IN_PROGRESS,2026-05-23T15:24:58,2026-05-27T00:24:58,CASE-057,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002584,CORPORATE_ACTION,CA-0000263,CUST-000213,ACC-0000622,P1,CLOSED,2026-05-20T08:17:49,2026-05-28T02:17:49,CASE-070,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002585,SETTLEMENT_EXCEPTION,EXC-0000977,CUST-000210,ACC-0000659,P3,ESCALATED,2026-03-19T23:49:46,2026-03-20T17:49:46,CASE-008,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002586,SETTLEMENT_EXCEPTION,EXC-0001890,CUST-000017,ACC-0000014,P4,CLOSED,2026-07-05T13:45:34,2026-07-06T19:45:34,CASE-002,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002587,CORPORATE_ACTION,CA-0000811,CUST-000013,ACC-0000883,P3,CLOSED,2026-06-06T12:04:15,2026-06-13T07:04:15,CASE-038,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002588,SETTLEMENT_EXCEPTION,EXC-0000404,CUST-000210,ACC-0000659,P3,CLOSED,2026-04-10T16:45:15,2026-04-16T22:45:15,CASE-012,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002589,CORPORATE_ACTION,CA-0000004,CUST-000489,ACC-0000165,P3,IN_PROGRESS,2026-04-08T15:28:44,2026-04-16T11:28:44,CASE-081,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002590,CORPORATE_ACTION,CA-0000059,CUST-000482,ACC-0000011,P3,IN_PROGRESS,2026-07-08T09:55:59,2026-07-19T00:55:59,CASE-076,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002591,RECONCILIATION_BREAK,BRK-0001571,CUST-000037,ACC-0000669,P4,OPEN,2026-06-29T09:35:48,2026-07-03T22:35:48,CASE-003,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002592,SETTLEMENT_EXCEPTION,EXC-0001999,CUST-000296,ACC-0000221,P2,WAITING,2026-06-24T11:17:11,2026-06-28T00:17:11,CASE-032,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002593,CORPORATE_ACTION,CA-0000715,CUST-000178,ACC-0000288,P2,CLOSED,2026-07-06T15:35:24,2026-07-07T06:35:24,CASE-067,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002594,CORPORATE_ACTION,CA-0000780,CUST-000297,ACC-0000765,P3,CLOSED,2026-04-03T03:42:58,2026-04-10T03:42:58,CASE-049,CORP_ACTIONS_OPS,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002595,POLICY_QUERY,,CUST-000118,ACC-0000122,P3,OPEN,2026-03-15T19:46:12,2026-03-20T08:46:12,CASE-058,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002596,CORPORATE_ACTION,CA-0000684,CUST-000153,ACC-0000813,P3,CLOSED,2026-04-08T10:55:53,2026-04-11T07:55:53,CASE-024,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002597,RECONCILIATION_BREAK,BRK-0000410,CUST-000190,ACC-0000002,P4,CLOSED,2026-03-03T09:52:02,2026-03-14T07:52:02,CASE-043,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002598,RECONCILIATION_BREAK,BRK-0000146,CUST-000388,ACC-0000608,P2,CLOSED,2026-06-20T03:48:08,2026-06-21T07:48:08,CASE-037,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002599,SETTLEMENT_EXCEPTION,EXC-0000929,CUST-000314,ACC-0000216,P4,IN_PROGRESS,2026-07-10T05:54:34,2026-07-19T09:54:34,CASE-072,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002600,SETTLEMENT_EXCEPTION,EXC-0001710,CUST-000426,ACC-0000785,P4,IN_PROGRESS,2026-05-20T22:02:43,2026-05-25T23:02:43,CASE-001,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002601,CORPORATE_ACTION,CA-0000557,CUST-000471,ACC-0000548,P4,OPEN,2026-07-14T18:23:01,2026-07-14T19:23:01,CASE-009,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002602,POLICY_QUERY,,CUST-000169,ACC-0000445,P3,IN_PROGRESS,2026-05-31T12:19:59,2026-06-02T02:19:59,CASE-065,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002603,CORPORATE_ACTION,CA-0000353,CUST-000356,ACC-0000578,P3,OPEN,2026-06-12T18:41:25,2026-06-13T00:41:25,CASE-001,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002604,POLICY_QUERY,,CUST-000433,ACC-0000998,P4,OPEN,2026-04-13T20:56:23,2026-04-15T22:56:23,CASE-086,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002605,CORPORATE_ACTION,CA-0000373,CUST-000128,ACC-0000282,P1,IN_PROGRESS,2026-06-05T16:55:30,2026-06-07T21:55:30,CASE-066,CORP_ACTIONS_OPS,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002606,SETTLEMENT_EXCEPTION,EXC-0000173,CUST-000374,ACC-0000974,P2,OPEN,2026-06-18T21:17:18,2026-06-23T07:17:18,CASE-071,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002607,SETTLEMENT_EXCEPTION,EXC-0001269,CUST-000180,ACC-0000059,P4,CLOSED,2026-05-01T13:21:35,2026-05-13T04:21:35,CASE-040,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002608,POLICY_QUERY,,CUST-000476,ACC-0000425,P2,IN_PROGRESS,2026-05-18T07:18:04,2026-05-22T09:18:04,CASE-041,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002609,SETTLEMENT_EXCEPTION,EXC-0002036,CUST-000079,ACC-0000646,P3,CLOSED,2026-03-10T20:47:08,2026-03-11T18:47:08,CASE-015,SETTLEMENT_OPS,Y,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002610,SETTLEMENT_EXCEPTION,EXC-0000888,CUST-000045,ACC-0000411,P4,CLOSED,2026-04-12T18:40:50,2026-04-24T03:40:50,CASE-033,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002611,CORPORATE_ACTION,CA-0000051,CUST-000497,ACC-0000421,P4,IN_PROGRESS,2026-05-05T14:29:06,2026-05-11T02:29:06,CASE-074,CORP_ACTIONS_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002612,RECONCILIATION_BREAK,BRK-0000128,CUST-000096,ACC-0000284,P3,CLOSED,2026-06-18T18:41:47,2026-06-21T10:41:47,CASE-084,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002613,RECONCILIATION_BREAK,BRK-0000346,CUST-000469,ACC-0000125,P3,CLOSED,2026-05-31T02:00:47,2026-05-31T17:00:47,CASE-005,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002614,SETTLEMENT_EXCEPTION,EXC-0000676,CUST-000014,ACC-0000839,P3,IN_PROGRESS,2026-06-09T20:23:28,2026-06-20T01:23:28,CASE-019,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002615,RECONCILIATION_BREAK,BRK-0000145,CUST-000433,ACC-0000071,P2,WAITING,2026-06-02T12:02:59,2026-06-14T05:02:59,CASE-080,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002616,POLICY_QUERY,,CUST-000094,ACC-0000055,P2,CLOSED,2026-07-21T02:07:20,2026-07-21T07:30:00,CASE-076,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002617,RECONCILIATION_BREAK,BRK-0001686,CUST-000412,ACC-0000787,P1,CLOSED,2026-05-14T23:33:22,2026-05-25T21:33:22,CASE-066,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002618,POLICY_QUERY,,CUST-000415,ACC-0000935,P4,OPEN,2026-07-11T16:41:36,2026-07-21T07:30:00,CASE-036,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002619,POLICY_QUERY,,CUST-000488,ACC-0000045,P2,CLOSED,2026-03-03T20:14:35,2026-03-10T20:14:35,CASE-026,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002620,SETTLEMENT_EXCEPTION,EXC-0000074,CUST-000433,ACC-0000071,P2,CLOSED,2026-03-01T16:38:38,2026-03-03T16:38:38,CASE-035,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002621,SETTLEMENT_EXCEPTION,EXC-0001518,CUST-000453,ACC-0000472,P3,OPEN,2026-04-17T13:31:30,2026-04-21T18:31:30,CASE-006,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002622,POLICY_QUERY,,CUST-000148,ACC-0000894,P2,ESCALATED,2026-04-28T19:31:49,2026-04-29T15:31:49,CASE-088,POLICY_CONTROL,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002623,RECONCILIATION_BREAK,BRK-0000919,CUST-000107,ACC-0000708,P4,CLOSED,2026-05-25T19:55:26,2026-06-04T07:55:26,CASE-008,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002624,SETTLEMENT_EXCEPTION,EXC-0000825,CUST-000491,ACC-0000117,P3,OPEN,2026-03-15T01:45:41,2026-03-16T18:45:41,CASE-063,SETTLEMENT_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
CASE-0002625,RECONCILIATION_BREAK,BRK-0001051,CUST-000245,ACC-0000092,P3,CLOSED,2026-04-07T20:00:01,2026-04-19T13:00:01,CASE-032,RECON_OPS,N,CONFIDENTIAL,OPS_CASE_MGMT
